,property_id,city,place_name,latitude,longitude,keyword,geohash
21521,75615,Bangalore,"Infosys, SEZ Campis",12.8383418,77.6490132,tech park,tdr1nc
21522,83295,Bangalore,"Infosys, SEZ Campis",12.8383418,77.6490132,tech park,tdr1nc
21523,47951,Bangalore,"Infosys, SEZ Campis",12.8383418,77.6490132,tech park,tdr1nc
21524,73538,Bangalore,"Infosys, SEZ Campis",12.8383418,77.6490132,tech park,tdr1nc
21525,74726,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21526,40553,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21527,80331,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21528,84261,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21529,80989,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21530,46524,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21531,45069,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21532,45118,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21533,45722,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21534,60631,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21535,54095,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21536,39314,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21537,79428,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21538,79010,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21539,39258,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21540,40418,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21541,47216,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21542,39629,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21543,39624,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21544,45135,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21545,86696,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21546,75736,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21547,80238,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21548,39650,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21549,79745,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21550,75395,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21551,52702,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21552,73697,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21553,40581,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21554,40544,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21555,40543,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21556,40542,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21557,57388,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21558,62604,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21559,60006,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21560,73477,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21561,75021,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21562,52899,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21563,60805,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21564,75616,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21565,40156,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21566,57043,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21567,44244,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21568,46077,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21569,47589,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21570,45739,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21571,45193,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21572,45746,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21573,44205,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21574,54262,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21575,77977,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21576,83044,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21577,84169,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21578,40934,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21579,79510,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21580,85402,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21581,42100,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21582,40358,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21583,40256,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21584,40316,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21585,41764,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21586,49011,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21587,53853,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21588,53999,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21589,81748,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21590,60469,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21591,41590,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21592,79169,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21593,78738,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21594,73722,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21595,61283,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
21596,86666,Bangalore,Infosys SEZ,12.842350300000001,77.66072740000001,tech park,tdr1p1
