ID,Apartment Type,Hub,Price in INR,Locality,Region,latitude,longitude
1,1 BHK,Airoli_NM,21500,Sector 8-Airoli,Navi Mumbai,19.142843,72.996792
2,2 BHK,Airoli_NM,29000,Airoli,Navi Mumbai,19.18225122,72.99384902
3,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.14551354,72.99784088
4,3 BHK,Airoli_NM,44500,Airoli,Navi Mumbai,19.18225122,72.99384902
5,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.14393616,72.99456024
6,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18225122,72.99384902
7,1 BHK,Airoli_NM,18500,Airoli,Navi Mumbai,19.15859604,72.99901581
8,2 BHK,Airoli_NM,50000,Airoli,Navi Mumbai,19.1468707,72.9970984
9,2 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1585969,72.9990168
10,2 BHK,Airoli_NM,28000,Sector 2-Airoli,Navi Mumbai,19.16162682,72.99868012
11,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1585969,72.9990168
12,2 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.1585969,72.9990168
13,1 BHK,Airoli_NM,21000,Sector 9-Airoli,Navi Mumbai,19.14540863,72.98937225
14,2 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.18225122,72.99384902
15,2 BHK,Airoli_NM,26000,Sector 3-Airoli,Navi Mumbai,19.16084862,72.99630737
16,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1460225,72.9970968
17,2 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.15859604,72.99901581
18,2 BHK,Airoli_NM,18000,Sector 16-Airoli,Navi Mumbai,18.87330437,72.95754242
19,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1513645,72.99947705
20,2 BHK,Airoli_NM,30000,Sector 19-Airoli,Navi Mumbai,19.15835326,72.99242218
21,3 BHK,Airoli_NM,45000,Sector 10-Airoli,Navi Mumbai,19.14257848,72.99077445
22,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.18225122,72.99384902
23,3 BHK,Airoli_NM,70000,Airoli,Navi Mumbai,19.14352162,72.99100188
24,2 BHK,Airoli_NM,40000,Sector 8-Airoli,Navi Mumbai,19.1442852,72.99403381
25,2 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.1480785,72.9993105
26,Studio,Airoli_NM,9500,Airoli,Navi Mumbai,19.15859604,72.99901581
27,2 BHK,Airoli_NM,29000,Airoli,Navi Mumbai,19.16788303,72.99084106
28,2 BHK,Airoli_NM,25000,Sector 20-Airoli,Navi Mumbai,19.16174889,72.99182129
29,2 BHK,Airoli_NM,28000,Airoli,Navi Mumbai,19.1585969,72.9990168
30,1 BHK,Airoli_NM,17000,Airoli,Navi Mumbai,19.15859604,72.99901581
31,3 BHK,Airoli_NM,45000,Airoli,Navi Mumbai,19.18225122,72.99384902
32,2 BHK,Airoli_NM,36000,Airoli,Navi Mumbai,19.18225122,72.99384902
33,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.15859604,72.99901581
34,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.14557266,72.99681091
35,2 BHK,Airoli_NM,33000,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
36,2 BHK,Airoli_NM,33000,Sector 19-Airoli,Navi Mumbai,19.16025561,72.99288634
37,3 BHK,Airoli_NM,42000,Airoli,Navi Mumbai,19.18225122,72.99384902
38,2 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.15611076,73.01606751
39,Studio,Airoli_NM,13000,Airoli,Navi Mumbai,19.15859604,72.99901581
40,2 BHK,Airoli_NM,30000,Sector 19-Airoli,Navi Mumbai,19.15742097,72.99250842
41,1 BHK,Airoli_NM,9500,Sector 20B-Airoli,Navi Mumbai,19.1674366,72.99202728
42,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.15835326,72.99242218
43,3 BHK,Airoli_NM,42000,Sector 14-Airoli,Navi Mumbai,19.1505909,72.9885025
44,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1441892,72.9981648
45,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.1572605,72.9904742
46,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.16607857,72.99069977
47,2 BHK,Airoli_NM,38000,Airoli,Navi Mumbai,19.16788303,72.99084106
48,2 BHK,Airoli_NM,38000,Airoli,Navi Mumbai,19.16788303,72.99084106
49,Studio,Airoli_NM,9500,Airoli,Navi Mumbai,19.1585969,72.9990168
50,1 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.1585969,72.9990168
51,2 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.1572605,72.9904742
52,2 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.1572605,72.9904742
53,3 BHK,Airoli_NM,70000,Airoli,Navi Mumbai,19.1585969,72.9990168
54,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.1598551,72.9887773
55,1 BHK,Airoli_NM,15500,Sector 2-Airoli,Navi Mumbai,19.16181946,72.99698639
56,2 BHK,Airoli_NM,32500,Airoli,Navi Mumbai,19.18225122,72.99384902
57,3 BHK,Airoli_NM,43000,Airoli,Navi Mumbai,19.1585969,72.9990168
58,1 BHK,Airoli_NM,17500,Airoli,Navi Mumbai,19.14405343,72.99076715
59,3 BHK,Airoli_NM,42000,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
60,3 BHK,Airoli_NM,43000,Airoli,Navi Mumbai,19.14257848,72.99077445
61,2 BHK,Airoli_NM,33000,Airoli,Navi Mumbai,19.1585969,72.9990168
62,1 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1466191,72.9947751
63,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.16025561,72.99288634
64,1 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.16743611,72.99202566
65,1 BHK,Airoli_NM,16500,Airoli,Navi Mumbai,19.15859604,72.99901581
66,Studio,Airoli_NM,10000,Airoli,Navi Mumbai,19.15859604,72.99901581
67,1 BHK,Airoli_NM,16500,Airoli,Navi Mumbai,19.15859604,72.99901581
68,2 BHK,Airoli_NM,45000,Airoli,Navi Mumbai,19.1468707,72.9970984
69,2 BHK,Airoli_NM,25000,Sector 1-Airoli,Navi Mumbai,19.18225122,72.99384902
70,2 BHK,Airoli_NM,34000,Airoli,Navi Mumbai,19.16025561,72.99288634
71,3 BHK,Airoli_NM,45000,Airoli,Navi Mumbai,19.18225122,72.99384902
72,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.15665054,73.01480866
73,2 BHK,Airoli_NM,42000,Airoli,Navi Mumbai,19.16788303,72.99084106
74,1 BHK,Airoli_NM,2500,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
75,1 BHK,Airoli_NM,4500,Sector 20B-Airoli,Navi Mumbai,19.1656141,72.9909953
76,2 BHK,Airoli_NM,8666,Airoli,Navi Mumbai,19.167074,72.9905294
77,2 BHK,Airoli_NM,5500,Airoli,Navi Mumbai,19.1585969,72.9990168
78,2 BHK,Airoli_NM,5000,Airoli,Navi Mumbai,19.145129,72.9902015
79,Studio,Airoli_NM,3000,Airoli,Navi Mumbai,19.1585969,72.9990168
80,2 BHK,Airoli_NM,27000,Airoli,Navi Mumbai,19.18225122,72.99384902
81,1 BHK,Airoli_NM,23000,Sector 20-Airoli,Navi Mumbai,19.16248131,72.98966217
82,3 BHK,Airoli_NM,44000,Airoli,Navi Mumbai,19.18225122,72.99384902
83,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.1438427,72.99567413
84,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.18225122,72.99384902
85,2 BHK,Airoli_NM,28000,Airoli,Navi Mumbai,19.14443207,72.99649048
86,2 BHK,Airoli_NM,50000,Airoli,Navi Mumbai,19.1468707,72.9970984
87,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.14553261,72.9967804
88,1 BHK,Airoli_NM,25000,Sector 3-Airoli,Navi Mumbai,19.16084862,72.99630737
89,3 BHK,Airoli_NM,41500,Sector 10-Airoli,Navi Mumbai,19.14257848,72.99077445
90,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.14750099,72.99925995
91,2 BHK,Airoli_NM,30000,Sector 19-Airoli,Navi Mumbai,19.15835326,72.99242218
92,1 BHK,Airoli_NM,23000,Sector 20B-Airoli,Navi Mumbai,19.16743611,72.99202566
93,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.18225122,72.99384902
94,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.15859604,72.99901581
95,Studio,Airoli_NM,10000,Airoli,Navi Mumbai,19.1585969,72.9990168
96,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.16056909,72.99196845
97,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.14404297,72.99454498
98,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.144667,72.9965174
99,1 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.16743611,72.99202566
100,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.1443101,72.9923256
101,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.15859604,72.99901581
102,2 BHK,Airoli_NM,31000,Airoli,Navi Mumbai,19.15859604,72.99901581
103,2 BHK,Airoli_NM,35000,Sector 19-Airoli,Navi Mumbai,19.15967369,72.99305725
104,3 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.18225122,72.99384902
105,2 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.14347076,72.99663544
106,Studio,Airoli_NM,16000,Airoli,Navi Mumbai,19.1585969,72.9990168
107,1 BHK,Airoli_NM,17000,Sector 9-Airoli,Navi Mumbai,19.1464582,72.9919792
108,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18225122,72.99384902
109,2 BHK,Airoli_NM,30000,Sector 19-Airoli,Navi Mumbai,19.16068459,72.99130249
110,3 BHK,Airoli_NM,45000,Airoli,Navi Mumbai,19.18225122,72.99384902
111,2 BHK,Airoli_NM,42000,Sector 10A-Airoli,Navi Mumbai,19.14352162,72.99100188
112,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18225122,72.99384902
113,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1585969,72.9990168
114,1 BHK,Airoli_NM,23000,Sector 3-Airoli,Navi Mumbai,19.16084862,72.99630737
115,1 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1460225,72.9970968
116,2 BHK,Airoli_NM,28000,Airoli,Navi Mumbai,19.14728165,72.99922943
117,2 BHK,Airoli_NM,25000,Sector 20B-Airoli,Navi Mumbai,19.1656141,72.9909953
118,2 BHK,Airoli_NM,32000,Sector 20B-Airoli,Navi Mumbai,19.16788303,72.99084106
119,2 BHK,Airoli_NM,27000,Airoli,Navi Mumbai,19.18225122,72.99384902
120,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.14322472,72.99720001
121,1 BHK,Airoli_NM,20000,Sector 8-Airoli,Navi Mumbai,19.144667,72.9965174
122,2 BHK,Airoli_NM,31000,Airoli,Navi Mumbai,19.16780853,72.99130249
123,2 BHK,Airoli_NM,32000,Sector 8-Airoli,Navi Mumbai,19.1443101,72.9923256
124,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1575316,72.9904647
125,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.1443101,72.9923256
126,1 BHK,Airoli_NM,16000,Airoli,Navi Mumbai,19.15859604,72.99901581
127,2 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.15859604,72.99901581
128,1 BHK,Airoli_NM,19500,Airoli,Navi Mumbai,19.1582073,72.9927666
129,3 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.18225122,72.99384902
130,Studio,Airoli_NM,11500,Airoli,Navi Mumbai,19.1585969,72.9990168
131,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.15742097,72.99250842
132,1 BHK,Airoli_NM,21000,Sector 19-Airoli,Navi Mumbai,19.1598551,72.9887773
133,2 BHK,Airoli_NM,28000,Sector 8-Airoli,Navi Mumbai,19.16098976,72.98937225
134,3 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.14843369,72.99906921
135,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18225122,72.99384902
136,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.1585969,72.9990168
137,2 BHK,Airoli_NM,26000,Sector 8-Airoli,Navi Mumbai,19.1442852,72.99403381
138,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.14372063,72.99510193
139,1 BHK,Airoli_NM,21000,Sector 19-Airoli,Navi Mumbai,19.15835326,72.99242218
140,2 BHK,Airoli_NM,28000,Sector 2-Airoli,Navi Mumbai,19.16771698,72.99079132
141,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18225122,72.99384902
142,1 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.14308357,72.99611664
143,2 BHK,Airoli_NM,28500,Airoli,Navi Mumbai,19.16788303,72.99084106
144,2 BHK,Airoli_NM,36000,Airoli,Navi Mumbai,19.15967941,72.99166107
145,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.1460225,72.9970968
146,1 BHK,Airoli_NM,15000,Airoli,Navi Mumbai,19.1585969,72.9990168
147,1 BHK,Airoli_NM,17500,Airoli,Navi Mumbai,19.1429945,72.9934315
148,1 BHK,Airoli_NM,12000,Airoli,Navi Mumbai,19.15859604,72.99901581
149,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.15859604,72.99901581
150,2 BHK,Airoli_NM,35000,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
151,3 BHK,Airoli_NM,39000,Airoli,Navi Mumbai,19.18225122,72.99384902
152,Studio,Airoli_NM,11000,Airoli,Navi Mumbai,19.1585969,72.9990168
153,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.15742097,72.99250842
154,1 BHK,Airoli_NM,22500,Sector 20-Airoli,Navi Mumbai,19.16743611,72.99202566
155,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.16749954,72.99194336
156,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18309975,72.99268341
157,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.1585969,72.9990168
158,1 BHK,Airoli_NM,19000,Sector 3-Airoli,Navi Mumbai,19.16084862,72.99630737
159,3 BHK,Airoli_NM,45000,Airoli,Navi Mumbai,19.14801979,72.99607086
160,1 BHK,Airoli_NM,21000,Sector 19-Airoli,Navi Mumbai,19.15835326,72.99242218
161,1 BHK,Airoli_NM,19000,Sector 8-Airoli,Navi Mumbai,19.1422389,72.9930414
162,2 BHK,Airoli_NM,31000,Airoli,Navi Mumbai,19.18225122,72.99384902
163,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.14489746,72.99629211
164,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.1598551,72.9887773
165,2 BHK,Airoli_NM,31000,Airoli,Navi Mumbai,19.18414688,72.99262238
166,1 BHK,Airoli_NM,25000,Sector 8-Airoli,Navi Mumbai,19.14564896,72.99686432
167,2 BHK,Airoli_NM,29000,Airoli,Navi Mumbai,19.16788303,72.99084106
168,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.1150162,72.9322034
169,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.15859604,72.99901581
170,2 BHK,Airoli_NM,26000,Sector 19-Airoli,Navi Mumbai,19.1607637,72.9925147
171,3 BHK,Airoli_NM,42000,Airoli,Navi Mumbai,19.18225122,72.99384902
172,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.17513657,72.96125031
173,3 BHK,Airoli_NM,37000,Airoli,Navi Mumbai,19.18225122,72.99384902
174,1 BHK,Airoli_NM,17500,Airoli,Navi Mumbai,19.16353607,72.99009705
175,2 BHK,Airoli_NM,35000,Sector 20B-Airoli,Navi Mumbai,19.08224869,73.00592041
176,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.14370346,72.99278259
177,1 BHK,Airoli_NM,22000,Sector 3-Airoli,Navi Mumbai,19.16084862,72.99630737
178,1 BHK,Airoli_NM,18500,Airoli,Navi Mumbai,19.14527893,72.99437714
179,1 BHK,Airoli_NM,17000,Sector 19-Airoli,Navi Mumbai,19.1612924,72.9888985
180,1 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.1433754,72.99701691
181,1 BHK,Airoli_NM,23000,Sector 20-Airoli,Navi Mumbai,19.1655736,72.9910826
182,3 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.18465424,72.99402618
183,2 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.1443172,72.9964968
184,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.1572605,72.9904742
185,1 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1429945,72.9934315
186,2 BHK,Airoli_NM,38000,Airoli,Navi Mumbai,19.15859604,72.99901581
187,1 BHK,Airoli_NM,24000,Sector 19-Airoli,Navi Mumbai,19.1575316,72.9904647
188,2 BHK,Airoli_NM,18000,Sector 15-Airoli,Navi Mumbai,19.14993668,72.99127197
189,3 BHK,Airoli_NM,36000,Airoli,Navi Mumbai,19.18225122,72.99384902
190,1 BHK,Airoli_NM,15000,Sector 20-Airoli,Navi Mumbai,19.16360664,72.99024963
191,3 BHK,Airoli_NM,34000,Airoli,Navi Mumbai,19.18258286,72.9937973
192,1 BHK,Airoli_NM,22000,Sector 20-Airoli,Navi Mumbai,19.16557312,72.99108124
193,2 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.18225122,72.99384902
194,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.14298058,72.99655914
195,1 BHK,Airoli_NM,20000,Sector 8-Airoli,Navi Mumbai,19.1443101,72.9923256
196,2 BHK,Airoli_NM,26500,Airoli,Navi Mumbai,19.18455696,72.99206543
197,3 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.1568359,72.9933106
198,2 BHK,Airoli_NM,32000,Airoli,Navi Mumbai,19.16056909,72.99196845
199,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.1429945,72.9934315
200,2 BHK,Airoli_NM,28000,Airoli,Navi Mumbai,19.15859604,72.99901581
201,1 BHK,Airoli_NM,23000,Sector 19-Airoli,Navi Mumbai,19.16743611,72.99202566
202,1 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.15859604,72.99901581
203,1 BHK,Airoli_NM,15000,Sector 20-Airoli,Navi Mumbai,19.16338539,72.9919281
204,1 BHK,Airoli_NM,16500,Airoli,Navi Mumbai,19.14055443,72.99730682
205,2 BHK,Airoli_NM,28000,Sector 20-Airoli,Navi Mumbai,19.1655736,72.9910826
206,1 BHK,Airoli_NM,18500,Airoli,Navi Mumbai,19.14220619,72.99299622
207,1 BHK,Airoli_NM,23000,Sector 19-Airoli,Navi Mumbai,19.15779067,72.99356214
208,2 BHK,Airoli_NM,23000,Sector 20-Airoli,Navi Mumbai,19.16187096,72.99181366
209,2 BHK,Airoli_NM,28000,Airoli,Navi Mumbai,19.18225122,72.99384902
210,1 BHK,Airoli_NM,18500,Airoli,Navi Mumbai,19.1677195,72.9907973
211,2 BHK,Airoli_NM,30000,Airoli,Navi Mumbai,19.18225122,72.99384902
212,2 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.15859604,72.99901581
213,2 BHK,Airoli_NM,29000,Sector 19-Airoli,Navi Mumbai,19.16788303,72.99084106
214,1 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1623527,72.989328
215,1 BHK,Airoli_NM,17000,Sector 20-Airoli,Navi Mumbai,19.16535187,72.99015045
216,3 BHK,Airoli_NM,55000,Sector 10A-Airoli,Navi Mumbai,19.14352162,72.99100188
217,1 BHK,Airoli_NM,15000,Airoli,Navi Mumbai,19.14336014,72.99350739
218,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.1585969,72.9990168
219,2 BHK,Airoli_NM,35000,Sector 19-Airoli,Navi Mumbai,19.1572605,72.9904742
220,2 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.1480785,72.9993105
221,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.1582073,72.9927666
222,2 BHK,Airoli_NM,45000,Airoli,Navi Mumbai,19.14352162,72.99100188
223,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.15859604,72.99901581
224,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1585969,72.9990168
225,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.14380074,72.99723053
226,3 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.1827755,72.99472046
227,2 BHK,Airoli_NM,26000,Sector 19-Airoli,Navi Mumbai,19.1607637,72.9925147
228,2 BHK,Airoli_NM,40000,Airoli,Navi Mumbai,19.1468707,72.9970984
229,1 BHK,Airoli_NM,17000,Airoli,Navi Mumbai,19.15859604,72.99901581
230,1 BHK,Airoli_NM,15000,Airoli,Navi Mumbai,19.15859604,72.99901581
231,3 BHK,Airoli_NM,50000,Sector 8-Airoli,Navi Mumbai,19.1443101,72.9923256
232,1 BHK,Airoli_NM,18000,Sector 8-Airoli,Navi Mumbai,19.1226758,72.9844278
233,2 BHK,Airoli_NM,26000,Sector 19-Airoli,Navi Mumbai,19.1607637,72.9925147
234,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.1598551,72.9887773
235,2 BHK,Airoli_NM,38000,Sector 19-Airoli,Navi Mumbai,19.160963,72.989713
236,2 BHK,Airoli_NM,27000,Airoli,Navi Mumbai,19.18292999,72.9907074
237,1 BHK,Airoli_NM,16500,Airoli,Navi Mumbai,19.1612924,72.9888985
238,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.1607637,72.9925147
239,2 BHK,Airoli_NM,23000,Sector 10-Airoli,Navi Mumbai,19.1469254,72.9877613
240,3 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.18300247,72.99351502
241,1 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.1585969,72.9990168
242,1 BHK,Airoli_NM,14500,Airoli,Navi Mumbai,19.15859604,72.99901581
243,2 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.1585969,72.9990168
244,1 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.1585969,72.9990168
245,1 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.1585969,72.9990168
246,1 BHK,Airoli_NM,16500,Sector 8-Airoli,Navi Mumbai,19.1442848,72.9940349
247,1 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1585969,72.9990168
248,1 BHK,Airoli_NM,15000,Sector 19-Airoli,Navi Mumbai,19.1586647,72.99403381
249,2 BHK,Airoli_NM,27000,Airoli,Navi Mumbai,19.1585969,72.9990168
250,2 BHK,Airoli_NM,28000,Airoli,Navi Mumbai,19.1585969,72.9990168
251,1 BHK,Airoli_NM,18500,Airoli,Navi Mumbai,19.1585969,72.9990168
252,2 BHK,Airoli_NM,34000,Sector 19-Airoli,Navi Mumbai,19.1586647,72.99403381
253,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.1585969,72.9990168
254,2 BHK,Airoli_NM,34000,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
255,1 BHK,Airoli_NM,15000,Airoli,Navi Mumbai,19.1585969,72.9990168
256,2 BHK,Airoli_NM,24500,Sector 20-Airoli,Navi Mumbai,19.1655736,72.9910826
257,1 BHK,Airoli_NM,16500,Airoli,Navi Mumbai,19.1585969,72.9990168
258,1 BHK,Airoli_NM,22500,Airoli,Navi Mumbai,19.16662026,72.99181366
259,2 BHK,Airoli_NM,25000,Airoli,Navi Mumbai,19.1585969,72.9990168
260,1 BHK,Airoli_NM,16000,Airoli,Navi Mumbai,19.15859604,72.99901581
261,1 BHK,Airoli_NM,18000,Airoli,Navi Mumbai,19.1585969,72.9990168
262,2 BHK,Airoli_NM,35000,Airoli,Navi Mumbai,19.1585969,72.9990168
263,1 BHK,Airoli_NM,18500,Airoli,Navi Mumbai,19.1585969,72.9990168
264,1 BHK,Airoli_NM,21000,Airoli,Navi Mumbai,19.1585969,72.9990168
265,2 BHK,Airoli_NM,27000,Airoli,Navi Mumbai,19.1585969,72.9990168
266,1 BHK,Airoli_NM,19000,Sector 8-Airoli,Navi Mumbai,19.1442848,72.9940349
267,1 BHK,Airoli_NM,24000,Sector 8-Airoli,Navi Mumbai,19.1442848,72.9940349
268,1 BHK,Airoli_NM,18000,Sector 8-Airoli,Navi Mumbai,19.12267494,72.98442841
269,1 BHK,Airoli_NM,19000,Sector 20-Airoli,Navi Mumbai,19.15820694,72.99276733
270,2 BHK,Airoli_NM,27000,Sector 8-Airoli,Navi Mumbai,19.16646957,72.99208069
271,3 BHK,Airoli_NM,41000,Sector 10-Airoli,Navi Mumbai,19.14692497,72.98776245
272,1 BHK,Airoli_NM,23000,Sector 8-Airoli,Navi Mumbai,19.1442848,72.9940349
273,3 BHK,Airoli_NM,43000,Airoli,Navi Mumbai,19.15859604,72.99901581
274,1 BHK,Airoli_NM,23000,Airoli,Navi Mumbai,19.15859604,72.99901581
275,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.1443101,72.9923256
276,2 BHK,Airoli_NM,31000,Sector 8-Airoli,Navi Mumbai,19.1442848,72.9940349
277,1 BHK,Airoli_NM,9500,Sector 20B-Airoli,Navi Mumbai,19.1674366,72.99202728
278,2 BHK,Airoli_NM,32500,Sector 8-Airoli,Navi Mumbai,19.1442848,72.9940349
279,2 BHK,Airoli_NM,34500,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
280,1 BHK,Airoli_NM,22000,Airoli,Navi Mumbai,19.15859604,72.99901581
281,2 BHK,Airoli_NM,27000,Airoli,Navi Mumbai,19.15859604,72.99901581
282,3 BHK,Airoli_NM,45000,Sector 19-Airoli,Navi Mumbai,19.1586639,72.9940349
283,2 BHK,Airoli_NM,43000,Airoli,Navi Mumbai,19.15859604,72.99901581
284,2 BHK,Airoli_NM,43000,Airoli,Navi Mumbai,19.15859604,72.99901581
285,1 BHK,Airoli_NM,10000,Airoli,Navi Mumbai,19.15859604,72.99901581
286,Studio,Airoli_NM,10000,Airoli,Navi Mumbai,19.15859604,72.99901581
287,1 BHK,Airoli_NM,14500,Airoli,Navi Mumbai,19.15859604,72.99901581
288,1 BHK,Airoli_NM,10000,Airoli,Navi Mumbai,19.15859604,72.99901581
289,1 BHK,Airoli_NM,20000,Airoli,Navi Mumbai,19.1585969,72.9990168
290,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1585969,72.9990168
291,1 BHK,Airoli_NM,24000,Airoli,Navi Mumbai,19.1598551,72.9887773
292,1 BHK,Airoli_NM,17500,Sector 1-Airoli,Navi Mumbai,19.1643711,72.9973562
293,1 BHK,Airoli_NM,8200,Airoli,Navi Mumbai,19.15859604,72.99901581
294,1 BHK,Airoli_NM,16000,Airoli,Navi Mumbai,19.1585969,72.9990168
295,1 BHK,Airoli_NM,19000,Airoli,Navi Mumbai,19.1585969,72.9990168
296,Studio,Airoli_NM,10500,Airoli,Navi Mumbai,19.1585969,72.9990168
297,1 BHK,Airoli_NM,15000,Sector 20-Airoli,Navi Mumbai,19.1655736,72.9910826
298,1 BHK,Airoli_NM,16500,Airoli,Navi Mumbai,19.1585969,72.9990168
299,2 BHK,Airoli_NM,37000,Airoli,Navi Mumbai,19.1585969,72.9990168
