ID,Apartment Type,Hub,Price in INR,Locality,Region,latitude,longitude
4876,1 BHK,Lower_Parel,38000,Lower Parel,Mumbai,18.9953333,72.8300383
4877,1 BHK,Lower_Parel,38000,Lower Parel,Mumbai,18.99533272,72.83003998
4878,3 BHK,Lower_Parel,400000,Lower Parel,Mumbai,18.994901,72.8356514
4879,3 BHK,Lower_Parel,400000,Lower Parel,Mumbai,19.0023383,72.8274989
4880,4 BHK,Lower_Parel,400000,Lower Parel,Mumbai,19.00873915,72.83271838
4881,3 BHK,Lower_Parel,400000,Lower Parel,Mumbai,19.0023383,72.8274989
4882,3 BHK,Lower_Parel,400000,Lower Parel,Mumbai,19.0023383,72.8274989
4883,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4884,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4885,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4886,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,19.00111287,72.82629785
4887,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4888,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4889,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4890,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4891,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4892,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4893,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4894,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4895,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,19.000705,72.8239195
4896,2 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4897,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4898,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4899,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4900,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.9953333,72.8300383
4901,1 BHK,Lower_Parel,40000,Lower Parel,Mumbai,18.99533272,72.83003998
4902,1 BHK,Lower_Parel,41000,Lower Parel,Mumbai,18.99533272,72.83003998
4903,1 BHK,Lower_Parel,42000,Lower Parel,Mumbai,18.99533272,72.83003998
4904,1 BHK,Lower_Parel,42000,Lower Parel,Mumbai,19.000705,72.8239195
4905,1 BHK,Lower_Parel,43000,Lower Parel,Mumbai,18.9953333,72.8300383
4906,1 BHK,Lower_Parel,44000,Lower Parel,Mumbai,18.9971362,72.83456836
4907,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,19.000705,72.8239195
4908,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.99533272,72.83003998
4909,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.9902526,72.83078973
4910,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.997611,72.8223918
4911,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.9946029,72.8226988
4912,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.9953333,72.8300383
4913,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.99533272,72.83003998
4914,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.9953333,72.8300383
4915,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,19.000705,72.8239195
4916,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,19.000705,72.8239195
4917,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,19.000705,72.8239195
4918,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,19.000705,72.8239195
4919,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,19.000705,72.8239195
4920,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.99533272,72.83003998
4921,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.99533272,72.83003998
4922,1 BHK,Lower_Parel,45000,Lower Parel,Mumbai,18.99533272,72.83003998
4923,1 BHK,Lower_Parel,45500,Lower Parel,Mumbai,18.997611,72.8223918
4924,1 BHK,Lower_Parel,46000,Lower Parel,Mumbai,18.997611,72.8223918
4925,1 BHK,Lower_Parel,46000,Lower Parel,Mumbai,18.997611,72.8223918
4926,2 BHK,Lower_Parel,47000,Lower Parel,Mumbai,18.98617744,72.83371735
4927,1 BHK,Lower_Parel,48000,Lower Parel,Mumbai,18.997611,72.8223918
4928,3 BHK,Lower_Parel,500000,Lower Parel,Mumbai,19.0023383,72.8274989
4929,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.997611,72.8223918
4930,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.997611,72.8223918
4931,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.99533272,72.83003998
4932,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,19.000705,72.8239195
4933,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.9953333,72.8300383
4934,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.9953333,72.8300383
4935,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.99533272,72.83003998
4936,1 BHK,Lower_Parel,50000,Lower Parel,Mumbai,18.997611,72.8223918
4937,1 BHK,Lower_Parel,55000,Lower Parel,Mumbai,19.000705,72.8239195
4938,1 BHK,Lower_Parel,55000,Lower Parel,Mumbai,19.00094672,72.83062226
4939,1 BHK,Lower_Parel,55000,Lower Parel,Mumbai,18.9953333,72.8300383
4940,1 BHK,Lower_Parel,55000,Lower Parel,Mumbai,18.9971362,72.83456836
4941,2 BHK,Lower_Parel,55000,Lower Parel,Mumbai,18.99533272,72.83003998
4942,1 BHK,Lower_Parel,60000,Lower Parel,Mumbai,18.9953333,72.8300383
4943,2 BHK,Lower_Parel,60000,Lower Parel,Mumbai,18.9971362,72.83456836
4944,2 BHK,Lower_Parel,64000,Lower Parel,Mumbai,18.99533272,72.83003998
4945,1 BHK,Lower_Parel,65000,Lower Parel,Mumbai,18.99533272,72.83003998
4946,1 BHK,Lower_Parel,65000,Lower Parel,Mumbai,18.99756295,72.82496621
4947,2 BHK,Lower_Parel,65000,Lower Parel,Mumbai,18.99533272,72.83003998
4948,2 BHK,Lower_Parel,68000,Lower Parel,Mumbai,18.99533272,72.83003998
4949,4 BHK,Lower_Parel,750000,Lower Parel,Mumbai,18.9963055,72.8253969
4950,2 BHK,Lower_Parel,70000,Lower Parel,Mumbai,18.99533272,72.83003998
4951,2 BHK,Lower_Parel,70000,Lower Parel,Mumbai,18.9942083,72.8318907
4952,2 BHK,Lower_Parel,70000,Lower Parel,Mumbai,18.9942083,72.8318907
4953,Studio,Lower_Parel,72000,Lower Parel,Mumbai,18.99533272,72.83003998
4954,2 BHK,Lower_Parel,80000,Lower Parel,Mumbai,18.9963055,72.8253969
4955,2 BHK,Lower_Parel,85000,Lower Parel,Mumbai,18.9953333,72.8300383
4956,2 BHK,Lower_Parel,85000,Lower Parel,Mumbai,18.9953333,72.8300383
4957,2 BHK,Lower_Parel,87000,Lower Parel,Mumbai,19.0097744,72.8334285
4958,2 BHK,Lower_Parel,90000,Lower Parel,Mumbai,18.9963055,72.8253969
4959,2 BHK,Lower_Parel,95000,Lower Parel,Mumbai,18.9963055,72.8253969
4960,2 BHK,Lower_Parel,95000,Lower Parel,Mumbai,19.006594,72.8287
4961,2 BHK,Lower_Parel,95000,Lower Parel,Mumbai,18.99533272,72.83003998
4962,2 BHK,Lower_Parel,95000,Lower Parel,Mumbai,18.9942083,72.8318907
4963,2 BHK,Lower_Parel,95000,Lower Parel,Mumbai,18.99533272,72.83003998
4964,3 BHK,Lower_Parel,230000,Saat Rasta,Mumbai,18.98142,72.83045
4965,1 BHK,Lower_Parel,21000,Saat Rasta,Mumbai,18.98083,72.82639
4966,1 BHK,Lower_Parel,47000,Saat Rasta,Mumbai,18.98083,72.82639
4967,3 BHK,Malad West,130000,Adarsh Nagar - Malad West,Mumbai,19.01517296,72.82372284
4968,1 BHK,Malad West,16500,Adarsh Nagar - Malad West,Mumbai,19.18992043,72.8443985
4969,Studio,Malad West,29000,Adarsh Nagar - Malad West,Mumbai,19.18992,72.8444
4970,3 BHK,Malad West,57000,Adarsh Nagar - Malad West,Mumbai,19.18992,72.8444
4971,2 BHK,Malad West,27500,Babrekar Nagar,Mumbai,19.204308,72.826183
4972,1 BHK,Malad West,30000,Bhandarwada,Mumbai,19.1804132,72.81286291
4973,Studio,Malad West,10000,Ekta Nagar - Malad West,Mumbai,19.20170975,72.82540894
4974,Studio,Malad West,10000,Ekta Nagar - Malad West,Mumbai,19.20129776,72.8249588
4975,Studio,Malad West,10500,Ekta Nagar - Malad West,Mumbai,19.20158768,72.82691956
4976,Studio,Malad West,10500,Ekta Nagar - Malad West,Mumbai,19.18458939,72.83705902
4977,Studio,Malad West,10500,Ekta Nagar - Malad West,Mumbai,19.20158768,72.82691956
4978,1 BHK,Malad West,11000,Ekta Nagar - Malad West,Mumbai,19.20178413,72.82633209
4979,Studio,Malad West,11000,Ekta Nagar - Malad West,Mumbai,19.20233727,72.82575989
4980,1 BHK,Malad West,11000,Ekta Nagar - Malad West,Mumbai,19.2019043,72.82563782
4981,1 BHK,Malad West,11000,Ekta Nagar - Malad West,Mumbai,19.20191765,72.82567596
4982,1 BHK,Malad West,11000,Ekta Nagar - Malad West,Mumbai,19.20382309,72.8263092
4983,Studio,Malad West,11500,Ekta Nagar - Malad West,Mumbai,19.20194817,72.8245697
4984,1 BHK,Malad West,11500,Ekta Nagar - Malad West,Mumbai,19.20180893,72.82631683
4985,Studio,Malad West,11500,Ekta Nagar - Malad West,Mumbai,19.20170212,72.82686615
4986,1 BHK,Malad West,12000,Ekta Nagar - Malad West,Mumbai,19.20211601,72.8243866
4987,1 BHK,Malad West,12000,Ekta Nagar - Malad West,Mumbai,19.20196343,72.82682037
4988,1 BHK,Malad West,12000,Ekta Nagar - Malad West,Mumbai,19.20219231,72.82571411
4989,1 BHK,Malad West,14500,Ekta Nagar - Malad West,Mumbai,19.202483,72.822777
4990,1 BHK,Malad West,14500,Ekta Nagar - Malad West,Mumbai,19.202483,72.822777
4991,1 BHK,Malad West,14500,Ekta Nagar - Malad West,Mumbai,19.18459,72.83706
4992,1 BHK,Malad West,14500,Ekta Nagar - Malad West,Mumbai,19.18459,72.83706
4993,1 BHK,Malad West,14500,Ekta Nagar - Malad West,Mumbai,19.20241928,72.82434845
4994,1 BHK,Malad West,14700,Ekta Nagar - Malad West,Mumbai,19.202483,72.822777
4995,1 BHK,Malad West,15000,Ekta Nagar - Malad West,Mumbai,19.20133972,72.82707977
4996,1 BHK,Malad West,15000,Ekta Nagar - Malad West,Mumbai,19.18459,72.83706
4997,1 BHK,Malad West,15000,Ekta Nagar - Malad West,Mumbai,19.20140266,72.82704926
4998,1 BHK,Malad West,15200,Ekta Nagar - Malad West,Mumbai,19.202483,72.822777
4999,1 BHK,Malad West,27000,Ekta Nagar - Malad West,Mumbai,19.18149251,72.83682146
5000,2 BHK,Malad West,33000,Ekta Nagar - Malad West,Mumbai,19.19641459,72.82482197
5001,2 BHK,Malad West,37000,Ekta Nagar - Malad West,Mumbai,19.182353,72.8375309
5002,2 BHK,Malad West,45000,Ekta Nagar - Malad West,Mumbai,19.181124,72.839798
5003,2 BHK,Malad West,45000,Ekta Nagar - Malad West,Mumbai,19.181124,72.839798
5004,2 BHK,Malad West,45000,Ekta Nagar - Malad West,Mumbai,19.181124,72.839798
5005,1 BHK,Malad West,18000,Evershine Nagar,Mumbai,19.193396,72.832531
5006,1 BHK,Malad West,20100,Evershine Nagar,Mumbai,19.19038,72.83293
5007,1 BHK,Malad West,20200,Evershine Nagar,Mumbai,19.19038,72.83293
5008,1 BHK,Malad West,21000,Evershine Nagar,Mumbai,19.19038,72.83293
5009,1 BHK,Malad West,26000,Evershine Nagar,Mumbai,19.2539136,72.8535413
5010,1 BHK,Malad West,27000,Evershine Nagar,Mumbai,19.19038,72.83293
5011,2 BHK,Malad West,40000,Evershine Nagar,Mumbai,19.19200516,72.83052063
5012,2 BHK,Malad West,42000,Evershine Nagar,Mumbai,19.19038,72.83293
5013,2 BHK,Malad West,44000,Evershine Nagar,Mumbai,19.192423,72.833121
5014,3 BHK,Malad West,45000,Evershine Nagar,Mumbai,19.18973541,72.83377838
5015,2 BHK,Malad West,45000,Evershine Nagar,Mumbai,19.1933249,72.83112476
5016,2 BHK,Malad West,52000,Evershine Nagar,Mumbai,19.191842,72.83458123
5017,2 BHK,Malad West,53000,Evershine Nagar,Mumbai,19.191842,72.83458123
5018,2 BHK,Malad West,18000,Gaikwad Nagar - Malad West,Mumbai,19.18024063,72.81590271
5019,1 BHK,Malad West,14500,Jankalyan Nagar,Mumbai,19.20159,72.81882
5020,1 BHK,Malad West,14500,Jankalyan Nagar,Mumbai,19.20240402,72.82294464
5021,1 BHK,Malad West,14500,Jankalyan Nagar,Mumbai,19.20140076,72.82701874
5022,1 BHK,Malad West,14500,Jankalyan Nagar,Mumbai,19.20134735,72.82704163
5023,1 BHK,Malad West,14500,Jankalyan Nagar,Mumbai,19.2022419,72.82377625
5024,1 BHK,Malad West,15000,Jankalyan Nagar,Mumbai,19.20177651,72.82445526
5025,1 BHK,Malad West,15000,Jankalyan Nagar,Mumbai,19.19994354,72.8213501
5026,1 BHK,Malad West,15000,Jankalyan Nagar,Mumbai,19.202483,72.822777
5027,1 BHK,Malad West,15000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5028,1 BHK,Malad West,15000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5029,1 BHK,Malad West,15000,Jankalyan Nagar,Mumbai,19.202483,72.822777
5030,1 BHK,Malad West,15500,Jankalyan Nagar,Mumbai,19.20247459,72.82286072
5031,1 BHK,Malad West,15500,Jankalyan Nagar,Mumbai,19.20229912,72.8237381
5032,1 BHK,Malad West,16000,Jankalyan Nagar,Mumbai,19.20207405,72.82442474
5033,1 BHK,Malad West,18000,Jankalyan Nagar,Mumbai,19.19777679,72.81993866
5034,1 BHK,Malad West,18000,Jankalyan Nagar,Mumbai,19.19731331,72.82172394
5035,1 BHK,Malad West,18000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5036,1 BHK,Malad West,20000,Jankalyan Nagar,Mumbai,19.19706917,72.82152557
5037,1 BHK,Malad West,20000,Jankalyan Nagar,Mumbai,19.202483,72.822777
5038,1 BHK,Malad West,22000,Jankalyan Nagar,Mumbai,19.201016,72.825331
5039,1 BHK,Malad West,22000,Jankalyan Nagar,Mumbai,19.20104978,72.81759229
5040,1 BHK,Malad West,23000,Jankalyan Nagar,Mumbai,19.20212174,72.82237244
5041,1 BHK,Malad West,23000,Jankalyan Nagar,Mumbai,19.201016,72.825331
5042,1 BHK,Malad West,23000,Jankalyan Nagar,Mumbai,19.20249939,72.82009888
5043,1 BHK,Malad West,23000,Jankalyan Nagar,Mumbai,19.20212174,72.82237244
5044,1 BHK,Malad West,23000,Jankalyan Nagar,Mumbai,19.20212174,72.82237244
5045,1 BHK,Malad West,23000,Jankalyan Nagar,Mumbai,19.20104981,72.81758881
5046,1 BHK,Malad West,24000,Jankalyan Nagar,Mumbai,19.20103455,72.81713867
5047,1 BHK,Malad West,24000,Jankalyan Nagar,Mumbai,19.201016,72.825331
5048,1 BHK,Malad West,25000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5049,1 BHK,Malad West,25000,Jankalyan Nagar,Mumbai,19.202228,72.815271
5050,1 BHK,Malad West,25000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5051,1 BHK,Malad West,25000,Jankalyan Nagar,Mumbai,19.20212174,72.82237244
5052,1 BHK,Malad West,25000,Jankalyan Nagar,Mumbai,19.203436,72.8210452
5053,1 BHK,Malad West,25500,Jankalyan Nagar,Mumbai,19.20185471,72.8167038
5054,1 BHK,Malad West,26000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5055,2 BHK,Malad West,26000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5056,1 BHK,Malad West,26000,Jankalyan Nagar,Mumbai,19.203436,72.8210452
5057,1 BHK,Malad West,26000,Jankalyan Nagar,Mumbai,19.20185471,72.8167038
5058,1 BHK,Malad West,27000,Jankalyan Nagar,Mumbai,19.198077,72.818033
5059,1 BHK,Malad West,27000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5060,1 BHK,Malad West,27000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5061,2 BHK,Malad West,28000,Jankalyan Nagar,Mumbai,19.20185327,72.82797452
5062,1 BHK,Malad West,28000,Jankalyan Nagar,Mumbai,19.203436,72.8210452
5063,1 BHK,Malad West,28000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5064,2 BHK,Malad West,30000,Jankalyan Nagar,Mumbai,19.1982441,72.81842804
5065,2 BHK,Malad West,30000,Jankalyan Nagar,Mumbai,19.20134354,72.82042694
5066,2 BHK,Malad West,30000,Jankalyan Nagar,Mumbai,19.20212174,72.82237244
5067,1 BHK,Malad West,31000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5068,2 BHK,Malad West,31500,Jankalyan Nagar,Mumbai,19.201016,72.825331
5069,2 BHK,Malad West,32000,Jankalyan Nagar,Mumbai,19.20222092,72.82155609
5070,2 BHK,Malad West,33000,Jankalyan Nagar,Mumbai,19.201016,72.825331
5071,2 BHK,Malad West,33000,Jankalyan Nagar,Mumbai,19.20212174,72.82237244
5072,2 BHK,Malad West,33500,Jankalyan Nagar,Mumbai,19.201016,72.825331
5073,2 BHK,Malad West,34000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5074,2 BHK,Malad West,35000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5075,2 BHK,Malad West,35000,Jankalyan Nagar,Mumbai,19.203436,72.8210452
5076,2 BHK,Malad West,35000,Jankalyan Nagar,Mumbai,19.202228,72.815271
5077,2 BHK,Malad West,35000,Jankalyan Nagar,Mumbai,19.20185471,72.81526947
5078,2 BHK,Malad West,35000,Jankalyan Nagar,Mumbai,19.20100403,72.8212204
5079,2 BHK,Malad West,35000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5080,2 BHK,Malad West,36000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5081,3 BHK,Malad West,36000,Jankalyan Nagar,Mumbai,19.20132828,72.82049561
5082,2 BHK,Malad West,36000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5083,2 BHK,Malad West,36000,Jankalyan Nagar,Mumbai,19.20159,72.81882
5084,2 BHK,Malad West,37000,Jankalyan Nagar,Mumbai,19.20158958,72.81881714
5085,2 BHK,Malad West,38000,Jankalyan Nagar,Mumbai,19.19985008,72.81754303
5086,2 BHK,Malad West,38000,Jankalyan Nagar,Mumbai,19.20222118,72.82155635
5087,3 BHK,Malad West,43000,Jankalyan Nagar,Mumbai,19.20196724,72.81490326
5088,3 BHK,Malad West,45000,Jankalyan Nagar,Mumbai,19.2018545,72.815272
5089,3 BHK,Malad West,45000,Jankalyan Nagar,Mumbai,19.20197105,72.81472778
5090,3 BHK,Malad West,45000,Jankalyan Nagar,Mumbai,19.20222118,72.82155635
5091,1 BHK,Malad West,25000,Kanchpada,Mumbai,19.19111887,72.83753606
5092,1 BHK,Malad West,27000,Kanchpada,Mumbai,19.19117,72.83808
5093,2 BHK,Malad West,35000,Kanchpada,Mumbai,19.19111887,72.83753606
5094,2 BHK,Malad West,43000,Kanchpada,Mumbai,19.19111887,72.83753606
5095,2 BHK,Malad West,48000,Kanchpada,Mumbai,19.191842,72.83458123
5096,2 BHK,Malad West,50000,Kanchpada,Mumbai,19.191842,72.83458123
5097,2 BHK,Malad West,57000,Kanchpada,Mumbai,19.191842,72.83458123
5098,3 BHK,Malad West,75000,Kanchpada,Mumbai,19.191842,72.83458123
5099,3 BHK,Malad West,75000,Kanchpada,Mumbai,19.191842,72.83458123
5100,1 BHK,Malad West,16000,Kharodi,Mumbai,19.19677,72.81791
5101,1 BHK,Malad West,16000,Kharodi,Mumbai,19.19677,72.81791
5102,1 BHK,Malad West,20000,Kharodi,Mumbai,19.19677,72.81791
5103,1 BHK,Malad West,5800,Kharodi,Mumbai,19.20066452,72.8269577
5104,1 BHK,Malad West,23000,Liberty Garden,Mumbai,19.1859,72.84037
5105,1 BHK,Malad West,27000,Liberty Garden,Mumbai,19.1859,72.84037
5106,3 BHK,Malad West,75000,Liberty Garden,Mumbai,19.1914116,72.8395068
5107,1 BHK,Malad West,22000,Mahada Colony (Malvani),Mumbai,19.1789263,72.8135008
5108,3 BHK,Malad West,110000,Malad West,Mumbai,19.17450806,72.83458096
5109,2 BHK,Malad West,10000,Malad West,Mumbai,19.17825824,72.83848587
5110,Studio,Malad West,11000,Malad West,Mumbai,19.20220947,72.82575226
5111,Studio,Malad West,11000,Malad West,Mumbai,19.20423317,72.81977081
5112,1 BHK,Malad West,11500,Malad West,Mumbai,19.20145607,72.82406616
5113,1 BHK,Malad West,12000,Malad West,Mumbai,19.1889733,72.8220064
5114,1 BHK,Malad West,12000,Malad West,Mumbai,19.1889733,72.8220064
5115,1 BHK,Malad West,12000,Malad West,Mumbai,19.18897247,72.82200623
5116,Studio,Malad West,12000,Malad West,Mumbai,19.20048332,72.82569885
5117,Studio,Malad West,12000,Malad West,Mumbai,19.18897247,72.82200623
5118,1 BHK,Malad West,13500,Malad West,Mumbai,19.19696999,72.82321167
5119,1 BHK,Malad West,14000,Malad West,Mumbai,19.20260239,72.82324219
5120,1 BHK,Malad West,14000,Malad West,Mumbai,19.20203972,72.82428742
5121,1 BHK,Malad West,14500,Malad West,Mumbai,19.202483,72.822777
5122,1 BHK,Malad West,14500,Malad West,Mumbai,19.1889733,72.8220064
5123,1 BHK,Malad West,14500,Malad West,Mumbai,19.20334053,72.82141113
5124,1 BHK,Malad West,14500,Malad West,Mumbai,19.20182037,72.82440186
5125,1 BHK,Malad West,14500,Malad West,Mumbai,19.20259094,72.82318115
5126,3 BHK,Malad West,15000,Malad West,Mumbai,19.1889733,72.8220064
5127,1 BHK,Malad West,15000,Malad West,Mumbai,19.20213318,72.82330322
5128,1 BHK,Malad West,15000,Malad West,Mumbai,19.20345116,72.82120514
5129,1 BHK,Malad West,15000,Malad West,Mumbai,19.18897247,72.82200623
5130,1 BHK,Malad West,15000,Malad West,Mumbai,19.1999321,72.82133484
5131,Studio,Malad West,15000,Malad West,Mumbai,19.186983,72.8323058
5132,1 BHK,Malad West,15000,Malad West,Mumbai,19.1999321,72.82133484
5133,1 BHK,Malad West,15000,Malad West,Mumbai,19.20176888,72.82453919
5134,1 BHK,Malad West,15000,Malad West,Mumbai,19.20128059,72.82712555
5135,1 BHK,Malad West,15000,Malad West,Mumbai,19.2033329,72.82134247
5136,1 BHK,Malad West,15000,Malad West,Mumbai,19.20419121,72.82141876
5137,1 BHK,Malad West,15000,Malad West,Mumbai,19.20250893,72.82288361
5138,1 BHK,Malad West,15500,Malad West,Mumbai,19.202483,72.822777
5139,Studio,Malad West,16000,Malad West,Mumbai,19.186983,72.8323058
5140,Studio,Malad West,16100,Malad West,Mumbai,19.186983,72.8323058
5141,1 BHK,Malad West,17000,Malad West,Mumbai,19.17611409,72.83871477
5142,1 BHK,Malad West,17000,Malad West,Mumbai,19.20221138,72.82594299
5143,1 BHK,Malad West,18000,Malad West,Mumbai,19.19859314,72.81898499
5144,1 BHK,Malad West,18000,Malad West,Mumbai,19.19859314,72.81898499
5145,1 BHK,Malad West,18000,Malad West,Mumbai,19.19779587,72.81967163
5146,Studio,Malad West,18500,Malad West,Mumbai,19.1889733,72.8220064
5147,1 BHK,Malad West,18500,Malad West,Mumbai,19.20039177,72.81964874
5148,1 BHK,Malad West,19000,Malad West,Mumbai,19.19707298,72.8215332
5149,Studio,Malad West,19000,Malad West,Mumbai,19.17611409,72.83871477
5150,Studio,Malad West,19050,Malad West,Mumbai,19.186983,72.8323058
5151,1 BHK,Malad West,19500,Malad West,Mumbai,19.19703865,72.82124329
5152,1 BHK,Malad West,19500,Malad West,Mumbai,19.19703865,72.82124329
5153,1 BHK,Malad West,20000,Malad West,Mumbai,19.19707298,72.8215332
5154,1 BHK,Malad West,20000,Malad West,Mumbai,19.1889733,72.8220064
5155,1 BHK,Malad West,20000,Malad West,Mumbai,19.1889733,72.8220064
5156,1 BHK,Malad West,20000,Malad West,Mumbai,19.18897247,72.82200623
5157,Studio,Malad West,20000,Malad West,Mumbai,19.17507347,72.83763711
5158,Studio,Malad West,20000,Malad West,Mumbai,19.18897247,72.82200623
5159,1 BHK,Malad West,20000,Malad West,Mumbai,19.18897247,72.82200623
5160,1 BHK,Malad West,20160,Malad West,Mumbai,19.19968447,72.82159175
5161,1 BHK,Malad West,21000,Malad West,Mumbai,19.1987896,72.82158661
5162,1 BHK,Malad West,21560,Malad West,Mumbai,19.19968447,72.82159175
5163,1 BHK,Malad West,22000,Malad West,Mumbai,19.20042992,72.81649017
5164,1 BHK,Malad West,22000,Malad West,Mumbai,19.1834962,72.8459112
5165,1 BHK,Malad West,22000,Malad West,Mumbai,19.20104978,72.81759229
5166,1 BHK,Malad West,22000,Malad West,Mumbai,19.19859886,72.82105255
5167,1 BHK,Malad West,22000,Malad West,Mumbai,19.19968447,72.82159175
5168,1 BHK,Malad West,22050,Malad West,Mumbai,19.19968447,72.82159175
5169,1 BHK,Malad West,22425,Malad West,Mumbai,19.1889733,72.8220064
5170,1 BHK,Malad West,23000,Malad West,Mumbai,19.1829399,72.8362401
5171,1 BHK,Malad West,23000,Malad West,Mumbai,19.20104978,72.81759229
5172,1 BHK,Malad West,23000,Malad West,Mumbai,19.18897247,72.82200623
5173,2 BHK,Malad West,25000,Malad West,Mumbai,19.18980217,72.84031677
5174,1 BHK,Malad West,25000,Malad West,Mumbai,19.2009222,72.8169136
5175,1 BHK,Malad West,25000,Malad West,Mumbai,19.18897247,72.82200623
5176,1 BHK,Malad West,25000,Malad West,Mumbai,19.201016,72.825331
5177,1 BHK,Malad West,25000,Malad West,Mumbai,19.18897247,72.82200623
5178,1 BHK,Malad West,25000,Malad West,Mumbai,19.18897247,72.82200623
5179,1 BHK,Malad West,25000,Malad West,Mumbai,19.1941552,72.8258863
5180,1 BHK,Malad West,27000,Malad West,Mumbai,19.201016,72.825331
5181,1 BHK,Malad West,27000,Malad West,Mumbai,19.1780227,72.84135491
5182,1 BHK,Malad West,27000,Malad West,Mumbai,19.1951046,72.8316803
5183,2 BHK,Malad West,27000,Malad West,Mumbai,19.17906259,72.84028737
5184,2 BHK,Malad West,27500,Malad West,Mumbai,19.20767975,72.83846283
5185,2 BHK,Malad West,28000,Malad West,Mumbai,19.1829399,72.8362401
5186,2 BHK,Malad West,28000,Malad West,Mumbai,19.19807053,72.82144165
5187,1 BHK,Malad West,28000,Malad West,Mumbai,19.1889733,72.8220064
5188,1 BHK,Malad West,28000,Malad West,Mumbai,19.2053142,72.8248718
5189,1 BHK,Malad West,28000,Malad West,Mumbai,19.1766768,72.8382847
5190,1 BHK,Malad West,28000,Malad West,Mumbai,19.17783546,72.83841705
5191,1 BHK,Malad West,28000,Malad West,Mumbai,19.2128086,72.833888
5192,1 BHK,Malad West,28000,Malad West,Mumbai,19.18897247,72.82200623
5193,1 BHK,Malad West,28000,Malad West,Mumbai,19.17906259,72.84028737
5194,1 BHK,Malad West,28000,Malad West,Mumbai,19.17377499,72.84067573
5195,1 BHK,Malad West,28000,Malad West,Mumbai,19.17507347,72.83763711
