,Locality,Region,Type,latitude,longitude,price
254,Kandivali East,Mumbai,2 BHK 1150 Sq-ft Flat/Apartment for Rent in Spring Grove Kandivali East,19.19721,72.86913,"33,000"
255,Thakur Village,Mumbai,4 BHK 1700 Sq-ft Flat/Apartment for Rent in Viceroy Park Thakur Village,19.2109378,72.8709764,"55,000"
256,Lokhandwala Twp,Mumbai,3 BHK 1430 Sq-ft Flat/Apartment for Rent in Acme Oasis Lokhandwala Twp,19.200165,72.868551,"35,000"
257,Thakur Complex,Mumbai,2 BHK Flat 850 sqft,19.21088218688965,72.86302185058594,"28,000"
258,Thakur Village,Mumbai,1 BHK 595 Sq-ft Flat/Apartment for Rent in Bhoomi Valley Thakur Village,19.2069605,72.879858,"18,000"
259,Kandivali East,Mumbai,2 BHK 850 Sq-ft Flat/Apartment for Rent in Kanakia Sanskruti Kandivali East,19.214033,72.8627501,"30,000"
260,Thakur Village,Mumbai,3 BHK 1830 Sq-ft Flat/Apartment for Rent in Alpine Shapoorji Pallonji Thakur Village,19.2062083,72.872531,"50,000"
261,Ashok Nagar - Akurli Nagar,Mumbai,2 BHK 1000 Sq-ft Flat/Apartment for Rent in Kalpataru Gardens Ashok Nagar Western Mumbai,19.1987470587838,72.8544493737847,"42,500"
262,Thakur Complex,Mumbai,1 BHK 600 Sq-ft Flat/Apartment for Rent in Highway Park Apartment Thakur Complex,19.213051,72.868947,"22,000"
263,Thakur Village,Mumbai,2 BHK Flat 850 sqft,19.2087459564209,72.87319946289062,"35,000"
264,Thakur Village,Mumbai,2 BHK 1205 Sq-ft Flat/Apartment for Rent in Raheja Reflection Eternity Thakur Village,19.2155828164431,72.8744334637385,"38,000"
265,Thakur Complex,Mumbai,1 BHK 575 Sq-ft Flat/Apartment for Rent in Gokul Garden Thakur Complex,19.2110349093203,72.8623646039943,"19,000"
266,Thakur Village,Mumbai,2 BHK 1050 Sq-ft Flat/Apartment for Rent in Alpine Shapoorji Pallonji Thakur Village,19.2062083,72.872531,"43,000"
267,Thakur Complex,Mumbai,2 BHK 900 Sq-ft Flat/Apartment for Rent in Aurigae Residency Thakur Complex,9.20913827907246,72.8603481574154,"30,000"
268,Thakur Village,Mumbai,3 BHK 1500 Sq-ft Flat/Apartment for Rent in Alpine Thakur Village,19.205736,72.872531,"55,000"
269,Thakur Complex,Mumbai,2 BHK 900 Sq-ft Flat/Apartment for Rent in Thakur Complex Thakur Complex,19.20897,72.863963,"32,000"
270,Kandivali East,Mumbai,1 BHK 515 Sq-ft Flat/Apartment for Rent in Green Meadows Bluilding 2 Chs Ltd Kandivali East,19.1973496,72.8710569,"17,500"
271,Thakur Village,Mumbai,2 BHK 860 Sq-ft Flat/Apartment for Rent in Vasant Sagar Thakur Village,19.208746,72.873196,"35,000"
272,Kandivali East,Mumbai,1 BHK 525 Sq-ft Flat/Apartment for Rent in Crystal Avenue Tower Kandivali East,19.2102044,72.86927146,"22,000"
273,Samata Nagar - Thakur Village,Mumbai,2 BHK 750 Sq-ft Flat/Apartment for Rent in Sarova The Experien City Samata Nagar,19.2049535,72.870612,"24,500"
274,Thakur Village,Mumbai,2 BHK Flat 760 sqft,19.21102,72.87172,"29,000"
275,Thakur Complex,Mumbai,3 BHK 1650 Sq-ft Flat/Apartment for Rent in Veena Saaz Thakur Complex,19.2100762,72.8650676,"45,000"
276,Kandivali East,Mumbai,2 BHK 1040 Sq-ft Flat/Apartment for Rent in Acme Oasis Akurli road,19.200165,72.868551,"30,000"
277,Thakur Village,Mumbai,3 BHK 1300 Sq-ft Flat/Apartment for Rent in Evershine Crown Thakur Village,19.214379,72.87259,"41,000"
278,Thakur Village,Mumbai,2 BHK 950 Sq-ft Flat/Apartment for Rent in Gokul Gagan Thakur Village,19.211561,72.870608,"35,000"
279,Thakur Village,Mumbai,2 BHK Flat 1100 sqft,19.21102,72.87172,"45,000"
280,Kandivali East,Mumbai,3 BHK 1325 Sq-ft Flat/Apartment for Rent in Challenger Tower Kandivali East,19.2087168952409,72.8702275275391,"39,000"
281,Thakur Village,Mumbai,"2 BHK 900 Sq-ft Flat/Apartment for Rent in Thakur Village, Mumbai",19.21101951599121,72.87171936035156,"35,000"
282,Thakur Complex,Mumbai,1 BHK 380 Sq-ft Flat/Apartment for Rent in Saraf Choudhari CHS Thakur Complex,19.208471939832,72.8623806974369,"12,500"
283,Thakur Village,Mumbai,2 BHK 860 Sq-ft Flat/Apartment for Rent in Raheja Reflection Thakur Village,19.2140362,72.8699486,"35,000"
284,Thakur Complex,Mumbai,3 BHK 1665 Sq-ft Flat/Apartment for Rent in Veena Saaz Thakur Complex,19.2100762,72.8650676,"43,000"
285,Thakur Village,Mumbai,2 BHK 1000 Sq-ft Flat/Apartment for Rent in Challenger Tower Thakur Village,19.2087168952409,72.8702275275391,"40,000"
286,Thakur Village,Mumbai,1 BHK Flat 250 sqft,19.205001831054688,72.86927032470703,"11,500"
287,Thakur Complex,Mumbai,1 BHK 650 Sq-ft Flat/Apartment for Rent in Kanakia Sanskruti Thakur Complex,19.214033,72.8627501,"22,000"
288,Thakur Complex,Mumbai,1 BHK 700 Sq-ft Flat/Apartment for Rent in Gokul Vihar Thakur Complex,19.2097091,72.8614301,"28,000"
289,Lokhandwala Twp,Mumbai,2 BHK 1270 Sq-ft Flat/Apartment for Rent in Spring Grove Lokhandwala Twp,19.19721,72.86913,"35,000"
290,Thakur Village,Mumbai,2 BHK 1100 Sq-ft Flat/Apartment for Rent in Gayatri Satsang Thakur Village,19.21206047,72.87088096,"38,000"
291,Thakur Complex,Mumbai,1 BHK 310 Sq-ft Flat/Apartment for Rent in Saraf Choudhari CHS Thakur Complex,19.208471939832,72.8623806974369,"14,500"
292,Akurli Nagar,Mumbai,4 BHK 3592 Sq-ft Flat/Apartment for Rent in Raheja Reflections Odyssey Akurli Nagar,19.2161816534615,72.8753273487359,1.4 Lac
293,Kandivali East,Mumbai,2 BHK Flat 1160 sqft,19.2050017,72.8692711,"48,000"
294,Kandivali East,Mumbai,1 BHK Flat 610 sqft,19.2127137238584,72.86157562434,"21,500"
295,Kandivali East,Mumbai,3 BHK 1289 Sq-ft Flat/Apartment for Rent in Acme Oasis Kandivali East,19.200165,72.868551,"35,000"
296,Kandivali East,Mumbai,3 BHK 1830 Sq-ft Flat/Apartment for Rent in Alpine Shapoorji Pallonji Kandivali East,19.2062083,72.872531,"48,000"
297,Kandivali East,Mumbai,2 BHK 745 Sq-ft Flat/Apartment for Rent in Living Essence Kandivali East,19.1957538,72.8682464,"28,000"
298,Kandivali East,Mumbai,3 BHK Flat 1300 sqft,19.21217155456543,72.87027740478516,"44,000"
299,Kandivali East,Mumbai,2 BHK 1120 Sq-ft Flat/Apartment for Rent in Spring Grove Kandivali East,19.19721,72.86913,"38,000"
300,Singh Aghri Estate,Mumbai,2 BHK Flat 900 sqft,19.215967178344727,72.8685073852539,"30,000"
301,Thakur Complex,Mumbai,2 BHK 950 Sq-ft Flat/Apartment for Rent in Gokul Monarch Apartment Thakur Complex,19.207311,72.86552,"33,000"
302,Thakur Complex,Mumbai,2 BHK Flat 1000 sqft,19.213687896728516,72.86676788330078,"28,000"
303,Akurli Nagar,Mumbai,2 BHK 1300 Sq-ft Flat/Apartment for Rent in Sumukh Hills Akurli Nagar,19.1980151528992,72.8701292241965,"32,000"
304,Thakur Village,Mumbai,2 BHK Flat 1030 sqft,19.21102,72.87172,"42,000"
305,Thakur Complex,Mumbai,1 BHK 660 Sq-ft Flat/Apartment for Rent in Gokul Galaxy Thakur Complex,19.208934,72.85967,"19,000"
306,Kandivali East,Mumbai,1 BHK 575 Sq-ft Flat/Apartment for Rent in Gundecha Kandivali East,19.2050017,72.8692711,"23,000"
307,Ashok Nagar - Akurli Nagar,Mumbai,3 BHK 1378 Sq-ft Flat/Apartment for Rent in Kalpataru Gardens II Ashok Nagar Western Mumbai,19.19823,72.85767,"45,000"
308,Thakur Village,Mumbai,2 BHK 840 Sq-ft Flat/Apartment for Rent in Bhoomi Valley Thakur Village,19.2069605,72.879858,"25,000"
309,Thakur Village,Mumbai,2 BHK 990 Sq-ft Flat/Apartment for Rent in Gokul Gagan Thakur Village,19.211561,72.870608,"30,000"
310,Thakur Village,Mumbai,1 BHK 595 Sq-ft Flat/Apartment for Rent in Evershine Millenium Paradise Thakur Village,19.210841,72.8755987441594,"23,000"
311,Lokhandwala Twp,Mumbai,1 BHK Flat 410 sqft,19.19597816467285,72.86898040771484,"17,999"
312,Kandivali East,Mumbai,2 BHK 850 Sq-ft Flat/Apartment for Rent in Dattani Barkha Bahaar Kandivali East,19.2106711,72.8673126,"33,000"
